customer_id,recency,frequency,monetary,segment
19056,225,2,316.34000000000003,At Risk
19058,2,2,789.3399999999999,At Risk
19060,127,2,1421.8000000000002,Potential
19061,812,1,147.42,At Risk
19062,347,2,2288.3,Potential
19063,148,3,2406.3900000000003,Potential
19064,74,3,2081.0,Potential
19065,810,1,2091.55,Potential
19066,377,2,714.3199999999999,At Risk
19067,699,1,1259.0,Potential
19068,550,2,6140.7,VIP
19070,594,3,3149.54,Loyal
19071,52,2,4748.65,Loyal
19072,371,1,2260.08,Potential
19073,253,2,1367.8799999999999,Potential
19074,522,1,386.84,At Risk
19075,95,3,3784.77,Loyal
19076,302,2,2583.09,Potential
19077,228,2,2761.2,Potential
19078,642,2,2830.8999999999996,Potential
19080,217,1,1373.96,Potential
19081,257,1,159.52,At Risk
19082,517,1,1079.22,Potential
19083,70,2,2027.65,Potential
19084,459,1,380.1,At Risk
19085,108,1,35.88,At Risk
19086,61,1,67.05,At Risk
19087,311,4,863.54,At Risk
19088,258,2,2605.85,Potential
19089,384,2,1458.2099999999998,Potential
19091,340,2,3357.5199999999995,Loyal
19092,165,1,194.3,At Risk
19094,419,2,1834.1100000000001,Potential
19095,232,2,3026.4,Loyal
19096,170,2,3046.4700000000003,Loyal
19097,164,3,2381.84,Potential
19098,324,1,1191.08,Potential
19099,650,1,838.8,At Risk
19100,231,2,3692.5800000000004,Loyal
19101,732,1,1242.46,Potential
19102,400,1,1160.5,Potential
19103,60,3,3396.3,Loyal
19104,198,2,2808.2700000000004,Potential
19106,102,3,3105.0099999999998,Loyal
19108,511,2,1878.0900000000001,Potential
19109,348,3,2113.37,Potential
19110,545,2,803.22,At Risk
19111,535,1,1045.08,Potential
19112,91,2,1937.32,Potential
19113,273,3,4465.11,Loyal
19114,790,1,1884.95,Potential
19115,521,1,435.2,At Risk
19116,89,4,5830.67,VIP
19117,679,1,2501.0,Potential
19118,157,2,2037.8,Potential
19119,476,2,2027.9,Potential
19120,860,1,53.34,At Risk
19121,131,1,145.95,At Risk
19123,228,5,802.28,At Risk
19124,0,2,2127.95,Potential
19125,46,4,5700.639999999999,VIP
19126,456,2,4178.04,Loyal
19127,363,4,3267.8,Loyal
19128,470,2,2333.2000000000003,Potential
19129,614,1,942.2,At Risk
19130,388,1,187.92,At Risk
19132,524,3,2524.89,Potential
19133,104,3,1111.4299999999998,Potential
19134,205,4,6491.05,VIP
19135,435,1,235.26,At Risk
19136,172,1,1721.2,Potential
19137,525,1,807.38,At Risk
19139,146,2,3447.8,Loyal
19141,160,1,1158.72,Potential
19142,646,2,3055.12,Loyal
19143,148,2,1091.8200000000002,Potential
19145,22,3,2144.1800000000003,Potential
19147,260,3,2782.12,Potential
19148,29,2,2216.92,Potential
19149,507,1,1439.72,Potential
19153,219,2,1065.84,Potential
19154,296,1,2284.12,Potential
19155,346,1,874.78,At Risk
19156,20,3,3488.85,Loyal
19157,89,1,1469.3,Potential
19159,81,1,836.16,At Risk
19160,170,4,4774.85,Loyal
19161,455,1,26.32,At Risk
19162,33,3,3745.08,Loyal
19165,326,2,3741.6000000000004,Loyal
19166,608,2,944.27,At Risk
19167,479,1,294.94,At Risk
19168,713,1,1661.79,Potential
19169,512,1,374.0,At Risk
19170,94,3,1016.18,Potential
19172,437,2,1501.6,Potential
19173,287,1,91.2,At Risk
19174,384,2,2660.84,Potential
19175,874,1,979.11,At Risk
19176,90,2,2312.8900000000003,Potential
19177,33,2,1948.96,Potential
19178,245,4,3759.04,Loyal
19179,193,2,998.46,At Risk
19180,313,1,81.64,At Risk
19182,137,2,345.04999999999995,At Risk
19183,69,2,2400.44,Potential
19184,350,1,1328.55,Potential
19185,688,2,1763.8899999999999,Potential
19186,372,4,1528.5500000000002,Potential
19188,516,1,463.84,At Risk
19189,205,1,2272.25,Potential
19190,378,1,566.72,At Risk
19191,107,3,3697.0699999999997,Loyal
19192,500,1,3278.7,Loyal
19194,364,1,919.75,At Risk
19195,427,2,1437.25,Potential
19196,230,2,770.55,At Risk
19198,781,2,2691.41,Potential
19199,524,1,603.36,At Risk
19200,865,1,241.88,At Risk
19201,36,1,1816.88,Potential
19204,80,3,2819.48,Potential
19205,108,4,2730.24,Potential
19208,207,2,4063.35,Loyal
19210,130,2,1818.65,Potential
19211,243,2,3062.18,Loyal
19212,63,1,192.72,At Risk
19213,634,1,497.52,At Risk
19215,264,2,3136.3,Loyal
19216,294,4,4802.66,Loyal
19217,43,1,156.84,At Risk
19218,560,1,421.26,At Risk
19219,67,2,1673.54,Potential
19220,400,1,1424.68,Potential
19222,603,2,1014.4200000000001,Potential
19224,403,2,1935.51,Potential
19225,809,1,380.06,At Risk
19226,362,1,830.58,At Risk
19227,689,1,196.67,At Risk
19228,450,1,1530.0,Potential
19230,395,2,911.77,At Risk
19231,887,1,785.1,At Risk
19232,128,3,2196.2,Potential
19233,77,1,2432.84,Potential
19234,243,1,303.52,At Risk
19235,387,3,3290.3599999999997,Loyal
19236,674,2,1440.5800000000002,Potential
19238,365,2,2391.2799999999997,Potential
19239,14,2,1222.98,Potential
19240,221,3,4550.84,Loyal
19241,174,3,2275.98,Potential
19242,515,2,2786.38,Potential
19243,262,2,3409.9500000000003,Loyal
19244,1,3,2930.36,Potential
19245,691,1,1990.16,Potential
19246,437,1,189.31,At Risk
19247,278,2,1772.4,Potential
19248,64,2,772.3199999999999,At Risk
19250,275,2,690.8799999999999,At Risk
19251,720,3,2292.13,Potential
19252,604,1,339.7,At Risk
19253,170,2,2721.35,Potential
19254,784,1,524.47,At Risk
19257,659,1,459.86,At Risk
19258,842,1,675.15,At Risk
19259,295,2,1696.52,Potential
19260,108,2,1881.6999999999998,Potential
19261,315,1,3004.75,Loyal
19262,338,1,2974.7,Potential
19264,265,4,2168.41,Potential
19266,97,2,1835.13,Potential
19267,783,2,3516.44,Loyal
19269,715,1,26.59,At Risk
19270,75,5,4564.96,Loyal
19271,741,1,1596.18,Potential
19272,714,1,870.8,At Risk
19273,50,1,409.53,At Risk
19275,452,1,429.68,At Risk
19276,664,1,1362.81,Potential
19277,785,1,627.85,At Risk
19278,530,1,2081.25,Potential
19279,229,3,2277.79,Potential
19280,519,2,79.2,At Risk
19282,51,3,904.03,At Risk
19283,571,3,3608.66,Loyal
19284,243,1,542.43,At Risk
19285,130,6,5850.0,VIP
19286,272,1,373.68,At Risk
19287,94,2,1991.33,Potential
19288,393,2,2268.8,Potential
19289,738,1,192.77,At Risk
19290,94,4,4896.98,Loyal
19291,323,4,4410.76,Loyal
19292,559,1,1232.67,Potential
19294,17,2,3360.34,Loyal
19295,296,2,2454.14,Potential
19296,314,1,363.74,At Risk
19297,205,1,634.18,At Risk
19299,132,3,3385.9700000000003,Loyal
19300,336,1,150.65,At Risk
19301,239,3,4240.51,Loyal
19302,182,2,2009.8200000000002,Potential
19303,899,1,2355.92,Potential
19304,233,1,2623.0,Potential
19305,93,2,2384.6899999999996,Potential
19306,607,3,2226.1400000000003,Potential
19307,21,2,3744.0,Loyal
19309,108,2,1056.88,Potential
19311,211,3,5881.6,VIP
19312,402,2,952.47,At Risk
19313,179,3,1579.17,Potential
19315,84,3,2562.26,Potential
19316,18,2,1193.06,Potential
19317,367,1,249.54,At Risk
19318,128,1,1955.55,Potential
19319,129,2,426.58,At Risk
19321,229,1,1476.15,Potential
19322,721,2,1632.34,Potential
19323,433,2,2385.65,Potential
19324,166,7,8156.18,VIP
19327,760,1,389.44,At Risk
19328,50,1,619.16,At Risk
19329,177,1,2962.7,Potential
19330,435,2,2061.44,Potential
19331,352,2,2867.48,Potential
19332,379,2,738.5799999999999,At Risk
19333,243,2,2159.57,Potential
19334,537,1,1860.76,Potential
19336,795,1,1126.92,Potential
19337,473,1,351.0,At Risk
19339,78,3,3302.8399999999997,Loyal
19340,673,1,161.59,At Risk
19341,172,1,124.24,At Risk
19344,758,2,1650.1399999999999,Potential
19345,244,4,8457.06,VIP
19347,230,1,439.76,At Risk
19348,166,1,1693.64,Potential
19349,356,3,1772.73,Potential
19350,268,2,2029.2,Potential
19352,99,4,2326.5,Potential
19353,268,3,1471.91,Potential
19354,274,1,2410.88,Potential
19355,337,1,250.34,At Risk
19356,382,1,2276.35,Potential
19357,899,1,1222.32,Potential
19359,425,1,1928.52,Potential
19362,23,5,7596.709999999999,VIP
19363,368,1,1676.7,Potential
19365,140,2,662.1800000000001,At Risk
19366,19,4,5054.1900000000005,VIP
19367,575,1,631.64,At Risk
19368,221,1,471.52,At Risk
19369,171,1,185.75,At Risk
19370,404,3,2775.44,Potential
19371,90,2,3188.06,Loyal
19372,299,2,760.4,At Risk
19373,800,2,1201.35,Potential
19374,2,3,1286.27,Potential
19375,419,2,1051.88,Potential
19377,773,1,2479.6,Potential
19378,60,3,1600.74,Potential
19379,882,1,304.35,At Risk
19380,376,2,726.16,At Risk
19381,525,2,2097.12,Potential
19382,159,6,10032.09,VIP
19384,233,1,431.98,At Risk
19386,650,2,540.38,At Risk
19389,814,2,1411.74,Potential
19391,183,3,1652.2,Potential
19393,56,1,137.16,At Risk
19394,190,3,1737.6599999999999,Potential
19395,156,4,6004.1,VIP
19396,634,1,482.24,At Risk
19398,58,2,3578.09,Loyal
19399,398,2,2922.49,Potential
19401,358,3,1658.06,Potential
19402,393,1,159.8,At Risk
19403,112,1,983.94,At Risk
19404,123,3,3671.5600000000004,Loyal
19405,1,2,2377.94,Potential
19406,290,4,3308.29,Loyal
19407,265,2,3328.11,Loyal
19408,123,2,1601.06,Potential
19409,140,2,3603.71,Loyal
19411,41,1,112.46,At Risk
19412,186,3,3176.47,Loyal
19413,531,1,2067.55,Potential
19414,15,4,4178.18,Loyal
19415,345,3,4792.25,Loyal
19416,91,2,1227.23,Potential
19417,66,4,2567.92,Potential
19418,389,1,25.26,At Risk
19421,86,6,4547.36,Loyal
19423,425,1,262.76,At Risk
19424,600,2,2591.12,Potential
19425,846,1,1772.3,Potential
19426,611,2,881.78,At Risk
19427,103,2,1879.06,Potential
19428,54,3,3335.08,Loyal
19429,625,1,2177.64,Potential
19431,557,1,113.06,At Risk
19432,76,3,3758.7000000000003,Loyal
19433,257,3,2283.1,Potential
19435,247,2,3215.36,Loyal
19437,120,2,1512.73,Potential
19438,231,2,3911.84,Loyal
19439,54,4,6508.34,VIP
19440,742,1,623.26,At Risk
19441,103,3,475.12,At Risk
19442,498,2,520.28,At Risk
19444,135,2,1318.02,Potential
19445,199,3,1468.17,Potential
19446,226,2,598.0899999999999,At Risk
19447,815,1,2145.0,Potential
19448,307,2,4595.03,Loyal
19449,859,1,754.64,At Risk
19450,366,2,1348.3200000000002,Potential
19452,332,1,1866.15,Potential
19453,43,3,4117.74,Loyal
19455,15,3,907.99,At Risk
19457,269,1,941.58,At Risk
19458,593,1,2503.0,Potential
19459,635,1,1391.8,Potential
19460,643,1,1207.05,Potential
19461,726,1,1483.16,Potential
19462,143,1,15.55,At Risk
19463,435,1,979.68,At Risk
19465,196,1,549.14,At Risk
19467,258,1,2515.3,Potential
19468,373,3,1495.5,Potential
19469,363,1,30.08,At Risk
19470,202,1,233.88,At Risk
19471,255,2,2490.06,Potential
19472,418,3,3885.1200000000003,Loyal
19473,727,1,700.04,At Risk
19474,132,1,584.5,At Risk
19475,731,1,862.9,At Risk
19476,839,1,412.6,At Risk
19477,620,1,906.21,At Risk
19478,17,3,4249.48,Loyal
19479,565,1,571.15,At Risk
19480,150,3,4201.37,Loyal
19483,252,2,4644.68,Loyal
19484,616,1,2571.1,Potential
19485,831,1,135.58,At Risk
19486,312,2,1627.72,Potential
19487,0,2,3252.12,Loyal
19488,66,4,5047.719999999999,VIP
19490,35,1,1345.22,Potential
19491,669,2,1547.66,Potential
19493,398,2,3501.08,Loyal
19497,492,2,287.7,At Risk
19498,365,2,1847.12,Potential
19499,82,2,2194.7200000000003,Potential
19501,53,1,1146.8,Potential
19503,283,1,1910.73,Potential
19504,382,2,1328.69,Potential
19505,16,2,2183.19,Potential
19506,132,1,2047.88,Potential
19507,200,3,2135.37,Potential
19509,329,1,826.45,At Risk
19510,39,2,1435.21,Potential
19511,203,2,3315.79,Loyal
19512,225,1,1023.6,Potential
19513,346,3,2169.69,Potential
19515,508,2,970.03,At Risk
19516,584,1,1463.43,Potential
19518,343,1,1321.8,Potential
19519,159,2,665.0,At Risk
19520,817,1,2008.1,Potential
19521,537,1,904.6,At Risk
19522,655,3,1403.1200000000001,Potential
19523,167,2,2567.72,Potential
19524,297,1,1509.1,Potential
19525,884,1,420.56,At Risk
19527,151,2,1158.09,Potential
19528,276,3,3739.38,Loyal
19529,156,1,1288.4,Potential
19531,536,2,1280.5900000000001,Potential
19532,320,2,1965.62,Potential
19533,677,1,3060.72,Loyal
19534,545,2,490.23,At Risk
19535,786,2,1169.67,Potential
19536,145,2,2524.56,Potential
19537,248,3,3385.77,Loyal
19538,890,1,728.2,At Risk
19539,380,1,619.65,At Risk
19540,53,2,3150.02,Loyal
19542,25,1,304.92,At Risk
19543,580,1,1380.6,Potential
19544,336,2,1264.84,Potential
19545,165,2,704.73,At Risk
19546,829,1,28.18,At Risk
19549,570,1,502.6,At Risk
19550,304,1,473.9,At Risk
19551,80,3,1944.1599999999999,Potential
19552,454,2,894.38,At Risk
19553,862,1,755.07,At Risk
19554,663,1,1295.61,Potential
19556,139,1,18.47,At Risk
19557,167,2,598.1999999999999,At Risk
19559,71,5,4127.9400000000005,Loyal
19560,559,1,131.88,At Risk
19563,509,2,1250.75,Potential
19564,378,2,1062.8600000000001,Potential
19565,433,2,1418.55,Potential
19567,178,2,2060.91,Potential
19568,34,1,1331.65,Potential
19570,94,1,592.15,At Risk
19571,51,2,2246.29,Potential
19572,17,1,194.15,At Risk
19574,0,2,626.22,At Risk
19575,386,2,3539.0599999999995,Loyal
19576,270,3,3656.82,Loyal
19577,217,4,3644.88,Loyal
19578,365,1,1784.96,Potential
19579,330,2,445.61,At Risk
19580,619,2,1370.25,Potential
19581,728,1,541.94,At Risk
19582,146,1,327.5,At Risk
19584,79,3,2681.3199999999997,Potential
19586,158,3,3893.29,Loyal
19587,132,2,915.5500000000001,At Risk
19588,12,2,591.68,At Risk
19589,74,1,518.1,At Risk
19591,178,1,2685.8,Potential
19592,133,5,5157.32,VIP
19593,684,3,2168.13,Potential
19594,426,1,179.85,At Risk
19595,231,1,1563.16,Potential
19597,888,2,2972.0699999999997,Potential
19598,881,1,477.74,At Risk
19599,100,1,745.24,At Risk
19601,15,3,2340.5,Potential
19603,626,1,1299.0,Potential
19604,140,2,1767.38,Potential
19605,45,1,475.65,At Risk
19606,854,1,1108.92,Potential
19607,16,1,400.81,At Risk
19608,673,2,765.8199999999999,At Risk
19609,314,2,2589.07,Potential
19610,317,2,1639.26,Potential
19611,359,2,3785.3500000000004,Loyal
19612,157,4,3479.69,Loyal
19613,23,3,3143.21,Loyal
19614,504,1,1923.21,Potential
19615,159,4,4055.37,Loyal
19616,85,2,1553.3200000000002,Potential
19617,174,2,1626.3700000000001,Potential
19618,758,1,865.05,At Risk
19619,571,1,2871.4,Potential
19620,412,1,940.56,At Risk
19621,535,2,850.99,At Risk
19622,181,4,1768.38,Potential
19623,771,1,1024.62,Potential
19625,505,2,3737.07,Loyal
19628,669,1,573.68,At Risk
19629,40,3,2210.81,Potential
19631,845,1,1132.8,Potential
19632,60,2,4520.04,Loyal
19633,752,1,278.76,At Risk
19634,77,5,3924.35,Loyal
19635,306,3,1079.55,Potential
19637,292,3,5550.610000000001,VIP
19638,567,1,64.94,At Risk
19640,360,1,2734.6,Potential
19642,455,1,1245.4,Potential
19644,623,1,3111.2,Loyal
19645,637,1,1796.56,Potential
19646,224,2,2972.8199999999997,Potential
19647,2,2,164.9,At Risk
19648,488,2,852.4200000000001,At Risk
19649,476,2,3875.2599999999998,Loyal
19650,413,2,999.1099999999999,At Risk
19651,503,2,2998.93,Potential
19653,897,1,2730.5,Potential
19654,568,2,912.89,At Risk
19655,383,2,2795.08,Potential
19656,326,1,1587.75,Potential
19657,70,5,4118.1,Loyal
19658,20,1,385.47,At Risk
19660,446,1,3.53,At Risk
19661,499,3,913.98,At Risk
19662,671,2,813.8100000000001,At Risk
19664,574,2,2410.9,Potential
19665,661,1,1156.95,Potential
19666,68,1,465.16,At Risk
19667,248,3,2106.86,Potential
19668,521,2,2607.5800000000004,Potential
19670,615,2,2990.8999999999996,Potential
19671,459,1,185.88,At Risk
19672,578,1,2153.0,Potential
19673,275,3,3534.98,Loyal
19674,61,3,624.1500000000001,At Risk
19675,104,2,3758.96,Loyal
19676,360,1,992.56,At Risk
19677,334,3,2948.6800000000003,Potential
19678,89,2,2062.32,Potential
19682,301,1,1430.96,Potential
19685,875,1,1392.74,Potential
19686,883,1,1251.03,Potential
19687,719,1,1651.68,Potential
19688,359,3,3494.01,Loyal
19689,675,1,430.64,At Risk
19690,262,1,1292.1,Potential
19691,59,3,999.7099999999999,At Risk
19692,632,1,2038.15,Potential
19693,241,4,3255.34,Loyal
19696,78,3,6846.5,VIP
19697,236,1,63.05,At Risk
19698,181,3,2136.06,Potential
19699,122,1,194.54,At Risk
19701,83,3,2642.8,Potential
19702,853,1,1393.5,Potential
19703,211,1,935.08,At Risk
19704,195,2,2206.82,Potential
19705,165,1,3041.1,Loyal
19706,643,2,3736.75,Loyal
19707,276,4,3492.5099999999998,Loyal
19708,295,5,6423.389999999999,VIP
19710,582,3,1645.6100000000001,Potential
19711,267,1,449.79,At Risk
19712,361,3,4988.7,Loyal
19713,44,4,1752.6200000000001,Potential
19714,114,1,614.85,At Risk
19715,2,5,4336.16,Loyal
19716,404,1,2581.95,Potential
19717,709,3,4661.9,Loyal
19719,879,1,1263.9,Potential
19720,610,1,1716.3,Potential
19721,100,3,1323.06,Potential
19722,385,1,2440.25,Potential
19724,21,1,547.54,At Risk
19725,199,3,2704.1800000000003,Potential
19727,283,2,3164.38,Loyal
19728,291,1,60.92,At Risk
19729,2,2,1224.4499999999998,Potential
19730,308,1,1736.08,Potential
19731,583,1,346.66,At Risk
19733,150,2,2056.92,Potential
19734,222,3,3411.48,Loyal
19735,419,1,76.89,At Risk
19736,453,2,3154.1400000000003,Loyal
19737,113,3,2790.89,Potential
19738,303,2,1273.58,Potential
19739,520,3,2192.29,Potential
19740,693,2,1657.6299999999999,Potential
19741,747,1,223.6,At Risk
19742,239,2,1787.04,Potential
19744,508,1,1535.72,Potential
19745,500,1,1484.19,Potential
19746,105,1,481.52,At Risk
19747,302,2,2232.86,Potential
19748,288,1,17.22,At Risk
19750,683,1,298.65,At Risk
19752,633,1,804.34,At Risk
19753,194,1,349.6,At Risk
19754,2,4,7601.87,VIP
19755,510,1,1700.58,Potential
19756,249,3,3622.41,Loyal
19757,699,1,2281.52,Potential
19758,449,1,392.08,At Risk
19759,618,2,1108.88,Potential
19761,465,1,791.68,At Risk
19762,114,3,1979.63,Potential
19763,313,1,509.7,At Risk
19764,444,1,2387.95,Potential
19765,15,5,4505.53,Loyal
19766,898,1,93.94,At Risk
19767,713,1,2151.15,Potential
19768,236,5,5307.200000000001,VIP
19769,636,3,7912.46,VIP
19770,404,2,4369.91,Loyal
19771,821,1,43.56,At Risk
19772,363,2,1331.4,Potential
19773,95,2,1165.55,Potential
19776,585,1,2394.4,Potential
19778,63,3,3533.5200000000004,Loyal
19779,48,4,2854.17,Potential
19780,535,3,3882.3,Loyal
19781,304,1,1622.3,Potential
19782,450,3,2518.8,Potential
19783,211,2,1520.92,Potential
19784,22,2,3182.25,Loyal
19785,30,4,1435.73,Potential
19786,459,1,581.18,At Risk
19787,537,2,3670.6099999999997,Loyal
19788,56,2,2185.64,Potential
19790,320,1,1470.0,Potential
19791,131,4,3812.4700000000003,Loyal
19792,69,4,4678.849999999999,Loyal
19793,340,2,1026.5,Potential
19794,413,1,1140.24,Potential
19796,17,1,213.84,At Risk
19799,246,2,1442.6299999999999,Potential
19800,686,1,1114.47,Potential
19802,337,2,1034.24,Potential
19803,104,4,4751.62,Loyal
19805,196,3,2142.91,Potential
19806,115,4,5938.39,VIP
19807,176,1,47.65,At Risk
19808,596,3,3219.9,Loyal
19809,286,3,2129.67,Potential
19811,54,2,4767.860000000001,Loyal
19813,94,2,2539.17,Potential
19814,366,1,2153.2,Potential
19815,119,1,1196.6,Potential
19816,176,2,981.42,At Risk
19817,194,4,4122.59,Loyal
19818,294,2,850.52,At Risk
19819,585,1,1208.2,Potential
19821,108,2,2441.6800000000003,Potential
19822,16,3,1526.96,Potential
19823,91,2,3488.7,Loyal
19824,391,4,3285.4299999999994,Loyal
19825,209,2,1588.0500000000002,Potential
19826,520,1,255.8,At Risk
19828,339,2,886.98,At Risk
19829,501,3,2454.8599999999997,Potential
19831,455,1,996.18,At Risk
19832,368,1,199.66,At Risk
19833,551,1,2444.52,Potential
19834,216,2,1134.5700000000002,Potential
19836,262,1,1034.25,Potential
19837,93,1,3073.35,Loyal
19841,343,3,1659.06,Potential
19842,39,2,1465.84,Potential
19843,877,1,150.83,At Risk
19844,24,4,4964.16,Loyal
19845,393,1,296.75,At Risk
19846,132,4,6324.75,VIP
19847,681,1,618.16,At Risk
19848,465,1,1179.09,Potential
19850,82,4,2379.31,Potential
19851,207,2,1368.9,Potential
19853,684,1,669.4,At Risk
19854,507,1,1456.62,Potential
19855,497,4,3571.5800000000004,Loyal
19856,641,1,1923.24,Potential
19857,739,1,2198.32,Potential
19858,504,2,1962.85,Potential
19859,102,2,696.3,At Risk
19860,478,2,1453.6,Potential
19861,72,2,3122.99,Loyal
19862,164,5,2989.5699999999997,Potential
19863,794,1,1187.4,Potential
19864,250,1,2222.8,Potential
19865,39,3,1883.73,Potential
19866,31,1,1090.4,Potential
19867,146,3,2234.7,Potential
19868,698,1,236.7,At Risk
19869,329,1,1635.65,Potential
19870,802,2,1125.3400000000001,Potential
19871,199,1,1499.2,Potential
19872,699,2,5087.27,VIP
19875,289,2,1504.2,Potential
19876,396,4,3580.79,Loyal
19877,840,1,388.51,At Risk
19878,555,1,1904.15,Potential
19879,685,1,282.84,At Risk
19881,193,3,864.6099999999999,At Risk
19882,746,1,2430.44,Potential
19883,850,1,2471.4,Potential
19884,215,3,463.84000000000003,At Risk
19886,108,2,494.14000000000004,At Risk
19888,407,2,2092.7,Potential
19890,736,1,1523.07,Potential
19891,162,3,2705.69,Potential
19892,58,4,3570.44,Loyal
19893,288,1,376.4,At Risk
19894,771,1,298.72,At Risk
19898,872,1,795.96,At Risk
19899,327,1,1155.48,Potential
19901,716,1,393.83,At Risk
19903,340,2,1171.42,Potential
19905,508,2,1568.6,Potential
19907,552,2,2192.1400000000003,Potential
19909,50,2,5090.26,VIP
19910,277,3,1214.8,Potential
19911,237,1,1109.76,Potential
19912,27,2,3126.41,Loyal
19913,406,2,1836.82,Potential
19916,84,1,827.86,At Risk
19917,387,2,361.83,At Risk
19919,80,2,2286.12,Potential
19921,106,4,3982.6099999999997,Loyal
19922,603,2,1714.8700000000001,Potential
19923,106,3,4416.33,Loyal
19924,565,1,997.3,At Risk
19925,99,1,2965.45,Potential
19926,63,4,9133.89,VIP
19927,481,1,2822.88,Potential
19928,30,2,2074.38,Potential
19929,98,1,284.8,At Risk
19930,325,3,2417.3199999999997,Potential
19931,296,1,2119.65,Potential
19932,260,2,2433.5099999999998,Potential
19933,347,2,2701.79,Potential
19934,493,3,5424.17,VIP
19935,476,1,390.31,At Risk
19936,239,2,764.39,At Risk
19938,397,2,5304.01,VIP
19939,116,4,2874.19,Potential
19940,596,2,1119.98,Potential
19941,628,1,972.0,At Risk
19942,146,3,3763.67,Loyal
19943,125,2,3482.21,Loyal
19944,352,2,3094.8599999999997,Loyal
19945,878,1,819.16,At Risk
19946,823,1,298.72,At Risk
19947,286,2,622.5500000000001,At Risk
19950,863,1,1418.85,Potential
19951,133,2,2919.82,Potential
19952,519,1,585.2,At Risk
19953,221,4,6175.639999999999,VIP
19954,422,2,1429.9199999999998,Potential
19955,425,1,1667.48,Potential
19957,735,1,722.69,At Risk
19958,36,1,339.64,At Risk
19960,361,3,2213.62,Potential
19961,521,2,863.98,At Risk
19962,281,1,1191.9,Potential
19963,14,2,2067.28,Potential
19964,93,5,7102.66,VIP
19965,820,1,619.04,At Risk
19967,257,1,18.76,At Risk
19968,373,1,1558.15,Potential
19969,853,1,1226.44,Potential
19970,662,1,748.38,At Risk
19971,117,1,286.65,At Risk
19972,318,2,1931.81,Potential
19973,603,1,375.26,At Risk
19974,384,1,2251.1,Potential
19977,74,2,2967.41,Potential
19978,131,1,1648.8,Potential
19981,45,1,2278.8,Potential
19983,192,1,1372.88,Potential
19984,876,1,537.09,At Risk
19987,532,1,836.58,At Risk
19988,158,1,126.6,At Risk
19989,528,1,1911.04,Potential
19990,157,2,770.32,At Risk
19992,584,3,3906.24,Loyal
19995,25,1,2097.4,Potential
19996,245,1,283.25,At Risk
19999,155,1,30.93,At Risk
20001,310,1,564.9,At Risk
20002,260,2,1018.8,Potential
20003,376,1,2635.75,Potential
20006,63,3,3344.42,Loyal
20007,234,1,20.44,At Risk
20008,6,2,880.28,At Risk
20009,481,1,734.88,At Risk
20010,397,1,1580.76,Potential
20011,349,1,83.89,At Risk
20013,115,2,1840.7600000000002,Potential
20014,329,1,698.3,At Risk
20015,402,1,3396.95,Loyal
20016,308,3,3297.7299999999996,Loyal
20018,158,1,746.6,At Risk
20019,191,2,3132.87,Loyal
20021,177,1,1648.26,Potential
20022,651,1,759.23,At Risk
20023,457,4,1357.8600000000001,Potential
20024,335,1,2528.55,Potential
20027,207,3,3290.6099999999997,Loyal
20028,383,1,166.6,At Risk
20031,79,2,3177.0,Loyal
20033,170,4,4350.15,Loyal
20034,373,1,508.14,At Risk
20035,641,2,5082.4,VIP
20036,744,1,957.16,At Risk
20037,48,2,1307.06,Potential
20038,206,2,631.05,At Risk
20041,108,1,282.18,At Risk
20043,8,4,4804.389999999999,Loyal
20044,336,1,595.52,At Risk
20046,816,1,237.7,At Risk
20048,699,2,2175.1400000000003,Potential
20050,618,1,2377.05,Potential
20051,450,4,2473.56,Potential
20053,571,1,2443.65,Potential
20054,867,1,1069.44,Potential
20055,255,1,1532.0,Potential
20057,816,1,301.28,At Risk
20058,301,1,1796.79,Potential
20059,312,1,384.34,At Risk
20060,794,1,2044.32,Potential
20061,397,1,571.36,At Risk
20062,410,2,628.0899999999999,At Risk
20063,485,1,45.4,At Risk
20065,34,2,4027.9500000000003,Loyal
20066,580,1,1152.03,Potential
20068,57,1,672.37,At Risk
20069,509,1,865.4,At Risk
20070,185,1,467.58,At Risk
20071,41,1,17.76,At Risk
20074,272,3,1039.3600000000001,Potential
20075,464,2,576.86,At Risk
20076,895,1,1941.72,Potential
20077,36,2,1473.66,Potential
20078,843,1,256.41,At Risk
20079,531,2,2216.84,Potential
20080,200,2,934.64,At Risk
20081,714,2,1420.54,Potential
20083,605,2,4654.67,Loyal
20084,189,1,149.42,At Risk
20086,651,2,297.74,At Risk
20087,206,4,2716.92,Potential
20088,222,2,953.7,At Risk
20089,503,1,378.32,At Risk
20090,283,4,5843.27,VIP
20091,541,2,5557.4,VIP
20092,615,1,2238.8,Potential
20094,544,2,582.55,At Risk
20096,590,1,292.95,At Risk
20097,357,1,1120.2,Potential
20098,877,1,2987.45,Potential
20099,527,1,571.62,At Risk
20100,269,4,5250.07,VIP
20101,161,2,1984.6999999999998,Potential
20102,791,1,203.5,At Risk
20103,33,4,2655.91,Potential
20104,486,4,3905.61,Loyal
20105,785,1,553.29,At Risk
20107,693,1,242.56,At Risk
20110,546,1,2249.56,Potential
20112,117,2,249.98000000000002,At Risk
20113,742,1,1233.84,Potential
20115,19,4,4292.66,Loyal
20117,630,2,1441.1,Potential
20121,839,1,458.34,At Risk
20122,152,2,2056.79,Potential
20124,24,3,1860.35,Potential
20125,269,2,916.21,At Risk
